@relation InstanceResultListener

@attribute Key_Dataset {'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42'}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3}
@attribute Key_Scheme {weka.classifiers.functions.MultilayerPerceptron}
@attribute Key_Scheme_options {'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2','-L 0.05 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 1','-L 0.05 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2'}
@attribute Key_Scheme_version_ID {-5990607817048210779}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',4,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.1559,22960,11481,8014,3467,0,69.802282,30.197718,0,0.396621,0.394767,0.445416,78.953981,89.083572,11480.931641,9596.578874,1884.352768,0.999994,0.835866,0.164128,2756.963123,0.240133,275697.857278,0.532048,3063,0.135045,773,0.864955,4951,0.467952,2694,0.798488,0.532048,0.638591,0.420836,0.755476,0.784535,0.698023,0.30102,0.69898,0.301977,0.723267,0.698023,0.689483,0.420836,0.755476,0.741523,0.68963,0.698023,45.914,0.032,45.911094,0.0312,45911.0943,31.2002,30124,11875252,5940609,99.97387,99.320617,?
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',4,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.1559,22961,11480,7959,3521,0,69.329268,30.670732,0,0.387039,0.399071,0.447498,79.814885,89.499932,11479.935672,9672.288704,1807.646968,0.999994,0.842534,0.157461,2636.859239,0.229692,263687.447922,0.560459,3226,0.173131,991,0.826869,4733,0.439541,2530,0.764999,0.560459,0.646947,0.401725,0.751779,0.777257,0.693293,0.305965,0.694035,0.306707,0.708487,0.693293,0.687801,0.401725,0.751779,0.736507,0.687915,0.693293,46.078,0.033,46.004695,0.0468,46004.6949,46.8003,30124,11875769,5940092,99.947735,99.020035,?
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',4,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.16,22961,11480,7948,3532,0,69.233449,30.766551,0,0.385008,0.39831,0.449293,79.662704,89.858854,11479.935672,9744.53951,1735.396162,0.999994,0.848827,0.151167,2657.044763,0.23145,265706.012032,0.593294,3415,0.208071,1191,0.791929,4533,0.406706,2341,0.741424,0.593294,0.659139,0.392966,0.751284,0.773113,0.692334,0.307112,0.692888,0.307666,0.700547,0.692334,0.689304,0.392966,0.751284,0.734819,0.689389,0.692334,45.748,0.033,45.708293,0.0312,45708.293,31.2002,30124,11875769,5940092,99.947735,99.29878,?
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',5,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.1601,22960,11481,8069,3412,0,70.281334,29.718666,0,0.406002,0.400432,0.446818,80.08705,89.363916,11480.931641,9667.836607,1813.095035,0.999994,0.842073,0.157921,2572.959905,0.224106,257297.432315,0.59267,3412,0.186408,1067,0.813592,4657,0.40733,2345,0.761777,0.59267,0.666667,0.41644,0.756717,0.780914,0.702813,0.296552,0.703448,0.297187,0.713575,0.702813,0.699183,0.41644,0.756717,0.739809,0.699277,0.702813,46.05,0.033,46.020295,0.0312,46020.295,31.2002,30124,11875252,5940609,99.878059,98.88076,?
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',5,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.1602,22961,11480,7884,3596,0,68.675958,31.324042,0,0.374127,0.400654,0.454048,80.131362,90.810039,11479.935672,9902.888061,1577.047611,0.999994,0.862621,0.137373,2613.565185,0.227662,261358.029059,0.512509,2950,0.138015,790,0.861985,4934,0.487491,2806,0.78877,0.512509,0.621314,0.399529,0.748232,0.773992,0.68676,0.312266,0.687734,0.31324,0.71333,0.68676,0.67696,0.399529,0.748232,0.733494,0.677116,0.68676,46.151,0.04,46.145096,0.0312,46145.0958,31.2002,30124,11875769,5940092,99.973868,99.520906,?
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',5,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.1602,22961,11480,7974,3506,0,69.45993,30.54007,0,0.389469,0.401982,0.449623,80.396944,89.924877,11479.935672,9758.943868,1720.991805,0.999994,0.850082,0.149912,2549.461341,0.222079,254947.607692,0.614837,3539,0.225192,1289,0.774808,4435,0.385163,2217,0.733016,0.614837,0.668745,0.394656,0.750138,0.773397,0.694599,0.304955,0.695045,0.305401,0.699959,0.694599,0.692661,0.394656,0.750138,0.735014,0.692728,0.694599,45.836,0.033,45.817494,0.0312,45817.4937,31.2002,30124,11875769,5940092,99.965157,99.194251,?
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',6,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.1603,22960,11481,7958,3523,0,69.31452,30.68548,0,0.386315,0.39504,0.453707,79.008666,90.741854,11480.931641,9965.458401,1515.47324,0.999994,0.867996,0.131998,2699.508712,0.235128,269952.38401,0.685774,3948,0.299441,1714,0.700559,4010,0.314226,1809,0.69728,0.685774,0.691479,0.386367,0.753407,0.76959,0.693145,0.306812,0.693188,0.306855,0.693213,0.693145,0.693131,0.386367,0.753407,0.735368,0.693136,0.693145,45.63,0.032,45.614692,0.0312,45614.6924,31.2002,30124,11875252,5940609,99.764829,98.684784,?
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',6,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.1604,22961,11480,8012,3468,0,69.790941,30.209059,0,0.396264,0.392929,0.447195,78.586357,89.439285,11479.935672,9668.505865,1811.429807,0.999994,0.842204,0.15779,2799.349902,0.243846,279936.608165,0.565323,3254,0.168763,966,0.831237,4758,0.434677,2502,0.77109,0.565323,0.652366,0.411239,0.752653,0.776821,0.697909,0.301349,0.698651,0.302091,0.713392,0.697909,0.692522,0.411239,0.752653,0.735515,0.692634,0.697909,45.979,0.034,45.942295,0.0468,45942.2945,46.8003,30124,11875769,5940092,99.973868,99.168118,?
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',6,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.1605,22961,11480,7997,3483,0,69.660279,30.339721,0,0.393625,0.403848,0.448343,80.770163,89.668902,11479.935672,9703.470864,1776.464809,0.999994,0.84525,0.154744,2513.033378,0.218905,251304.79028,0.572446,3295,0.178546,1022,0.821454,4702,0.427554,2461,0.763262,0.572446,0.654224,0.406591,0.747969,0.774245,0.696603,0.302703,0.697297,0.303397,0.709994,0.696603,0.691871,0.406591,0.747969,0.731328,0.691976,0.696603,46.008,0.033,45.973495,0.0312,45973.4947,31.2002,30124,11875769,5940092,99.973868,99.216028,?
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',7,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.1605,22960,11481,7973,3508,0,69.44517,30.55483,0,0.389365,0.394735,0.447587,78.947544,89.517692,11480.931641,9677.634602,1803.29704,0.999994,0.842926,0.157068,2751.454007,0.239653,275146.942545,0.562793,3240,0.173131,991,0.826869,4733,0.437207,2517,0.765776,0.562793,0.648779,0.403874,0.750348,0.777758,0.694452,0.304789,0.695211,0.305548,0.709464,0.694452,0.68908,0.403874,0.750348,0.734278,0.689196,0.694452,46.05,0.039,46.051495,0.0312,46051.4952,31.2002,30124,11875252,5940609,99.95645,98.92431,?
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',7,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.1606,22961,11480,7878,3602,0,68.623693,31.376307,0,0.373181,0.396028,0.452778,79.206281,90.555998,11479.935672,9851.362989,1628.572684,0.999994,0.858133,0.141862,2714.736828,0.236475,271475.251854,0.483843,2785,0.110238,631,0.889762,5093,0.516157,2971,0.815281,0.483843,0.607283,0.408591,0.751798,0.778182,0.686237,0.312632,0.687368,0.313763,0.723683,0.686237,0.672837,0.408591,0.751798,0.734493,0.673021,0.686237,45.867,0.033,45.833094,0.0312,45833.0938,31.2002,30124,11875769,5940092,99.956446,99.24216,?
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',7,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.1607,22961,11480,7906,3574,0,68.867596,31.132404,0,0.377976,0.402114,0.448063,80.423495,89.61295,11479.935672,9690.079027,1789.856645,0.999994,0.844084,0.155911,2577.075936,0.224484,257709.083066,0.508687,2928,0.130328,746,0.869672,4978,0.491313,2828,0.796952,0.508687,0.620997,0.405536,0.756685,0.780296,0.688676,0.310318,0.689682,0.311324,0.717555,0.688676,0.678261,0.405536,0.756685,0.74326,0.678422,0.688676,45.944,0.038,45.942295,0.0156,45942.2945,15.6001,30124,11875769,5940092,99.965157,99.50784,?
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',8,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.1608,22960,11481,7858,3623,0,68.443515,31.556485,0,0.369518,0.400991,0.453305,80.198914,90.661445,11480.931641,9879.728582,1601.203059,0.999994,0.860529,0.139465,2603.648926,0.226779,260366.351674,0.505819,2912,0.135919,778,0.864081,4946,0.494181,2845,0.78916,0.505819,0.616492,0.396025,0.745274,0.774396,0.684435,0.314535,0.685465,0.315565,0.712219,0.684435,0.674044,0.396025,0.745274,0.730402,0.67421,0.684435,45.712,0.033,45.661493,0.0312,45661.4927,31.2002,30124,11875252,5940609,99.93903,99.368522,?
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',8,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.1608,22961,11480,7977,3503,0,69.486063,30.513937,0,0.390089,0.39145,0.448289,78.290672,89.658106,11479.935672,9713.735251,1766.200421,0.999994,0.846144,0.15385,2812.83137,0.24502,281284.762825,0.586345,3375,0.196017,1122,0.803983,4602,0.413655,2381,0.7505,0.586345,0.658344,0.399813,0.751257,0.773851,0.694861,0.304533,0.695467,0.305139,0.704892,0.694861,0.691243,0.399813,0.751257,0.734355,0.691335,0.694861,46.055,0.032,46.020295,0.0312,46020.295,31.2002,30124,11875769,5940092,99.825784,98.423345,?
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',8,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.1609,22961,11480,7937,3543,0,69.137631,30.862369,0,0.383326,0.398411,0.446795,79.682917,89.35928,11479.935672,9635.97067,1843.965002,0.999994,0.83937,0.160624,2655.828595,0.231344,265584.394519,0.524496,3019,0.140811,806,0.859189,4918,0.475504,2737,0.789281,0.524496,0.630206,0.407003,0.758829,0.783215,0.691376,0.307691,0.692309,0.308624,0.716073,0.691376,0.682547,0.407003,0.758829,0.745384,0.682694,0.691376,45.917,0.034,45.895494,0.0312,45895.4942,31.2002,30124,11875769,5940092,99.973868,99.294425,?
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',9,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.161,22960,11481,7997,3484,0,69.654211,30.345789,0,0.393321,0.397542,0.448936,79.509111,89.787597,11480.931641,9738.802255,1742.129386,0.999994,0.848254,0.15174,2677.123581,0.233179,267713.858317,0.628279,3617,0.234801,1344,0.765199,4380,0.371721,2140,0.729087,0.628279,0.674939,0.397155,0.748172,0.772081,0.696542,0.303064,0.696936,0.303458,0.700515,0.696542,0.695138,0.397155,0.748172,0.729369,0.695196,0.696542,46.074,0.032,46.035895,0.0312,46035.8951,31.2002,30124,11875252,5940609,99.878059,99.05496,?
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',9,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.1611,22961,11480,7924,3556,0,69.02439,30.97561,0,0.380447,0.401075,0.456477,80.215594,91.295791,11479.935672,10020.96471,1458.970962,0.999994,0.872906,0.127088,2542.059739,0.221434,254207.443169,0.701529,4038,0.321104,1838,0.678896,3886,0.298471,1718,0.687202,0.701529,0.694292,0.38053,0.752311,0.773143,0.690244,0.309819,0.690181,0.309756,0.690309,0.690244,0.690201,0.38053,0.752311,0.733258,0.69019,0.690244,46.118,0.112,46.082695,0.0312,46082.6954,31.2002,30124,11875769,5940092,99.869338,98.671603,?
'LabelledTrain-weka.filters.unsupervised.attribute.Remove-R1-23,25-28,30-32,34-59,61-62,64,67,71-85,87-96,98-101,103-104,106,109,111,114,118,120,124-131,133-138,140-146,148-149,151-153,155-162,167-171,173-175,177-178,180-208,210-215,218-233,235-243,245-270,272-289,291-298,300-307,309-339,341-358,360-361,363-366,368-384,386-390,392-393,397-411,413-414,416-421,423-432,434-436-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K3-P500.0-S1-weka.filters.unsupervised.instance.Randomize-S42',9,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 2',-5990607817048210779,20170329.1612,22961,11480,8005,3475,0,69.729965,30.270035,0,0.394897,0.396885,0.448209,79.377651,89.642088,11479.935672,9720.096964,1759.838708,0.999994,0.846698,0.153296,2667.947951,0.2324,266796.337098,0.608756,3504,0.213662,1223,0.786338,4501,0.391244,2252,0.741274,0.608756,0.668511,0.401393,0.754417,0.775038,0.6973,0.302205,0.697795,0.3027,0.704,0.6973,0.694925,0.401393,0.754417,0.738204,0.694999,0.6973,45.983,0.04,45.942295,0.0312,45942.2945,31.2002,30124,11875769,5940092,99.921603,98.96777,?
